﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
60.838.430/xxxx-xx,Sem Vendedor,6048,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,8,55,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.248Z,NÃO,,Segmento: Comércio atacadista de produtos odontológicos · Local: CAMPINAS/SP · Capital: R$ 1.001.167 · Sem telefone na RF · Sem e-mail na RF,MARQUART **********,DENTAL ******,Sociedade Empresária Limitada,DEMAIS,"R$ 1.001.167,00",1968-09-26,INAPTA,2019-02-06,63,,,13024***,OROZIMBO *****,***,,CENTRO *****,CAMPINAS,SP,,,,,4645103,Comércio atacadista de produtos odontológicos,,,,,,,,,A******** S/A (Sócio); E**** M******* (Sócio); L*** J*** M******* (Administrador)
04.641.971/xxxx-xx,Sem Vendedor,6049,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.248Z,NÃO,,Segmento: Holdings de instituições não-financeiras · Local: SAO PAULO/SP · Capital: R$ 37.896.628 · Tel RF: (11) ****-4001 · Sem e-mail na RF,OFS **************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 37.896.628,00",2001-09-05,BAIXADA,2010-08-26,1,,,04578***,DAS *************,***,***,BROOKLIN *****,SAO PAULO,SP,(11) ****-4001,,(11) ****-3990,,6462000,Holdings de instituições não-financeiras,,,,,,,,,E****** C******* C**** N**** (Administrador); O** B********* I************* LLC (Sócio Pessoa Jurídica Domiciliado no Exterior); O** B********* LLC (Sócio Pessoa Jurídica Domiciliado no Exterior)
44.622.223/xxxx-xx,Sem Vendedor,6050,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.248Z,SIM,,Segmento: Serviços de assistência social sem alojamento · Local: CAMPINAS/SP · Tel RF: (19) ****-2091 · Sem e-mail na RF,SOCIEDADE ****************************************,SETA *****,Associação Privada,DEMAIS,"R$ 0,00",1973-03-26,ATIVA,2005-11-03,0,,,13088***,ESTHER *********************,***,,JARDIM *******,CAMPINAS,SP,(19) ****-2091,,,,8800600,Serviços de assistência social sem alojamento,,,,,,,,,O**** O****** F******** DE O******* (Presidente)
57.624.462/xxxx-xx,Sem Vendedor,6051,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,65,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,2,razao_social; municipio,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.248Z,SIM,,Segmento: Fabricação de medicamentos para uso veterinário · Local: CRAVINHOS/SP · Capital: R$ 341.039.330 · Tel RF: (16) ****-2000 · Sem e-mail na RF,OURO **********************,,Sociedade Empresária Limitada,DEMAIS,"R$ 341.039.330,00",1987-07-03,ATIVA,2005-11-03,0,,,14140***,ANHANGUERA ******,***,***,DISTRITO **********,CRAVINHOS,SP,(16) ****-2000,,,,2122000,Fabricação de medicamentos para uso veterinário,"1066000 - Fabricação de alimentos para animais; 2063100 - Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal; 2121101 - Fabricação de medicamentos alopáticos para uso humano; 4623109 - Comércio atacadista de alimentos para animais; 4644302 - Comércio atacadista de medicamentos e drogas de uso veterinário; 6463800 - Outras sociedades de participação, exceto holdings; 7120100 - Testes e análises técnicas; 7210000 - Pesquisa e desenvolvimento experimental em ciências físicas e naturais; 7500100 - Atividades veterinárias",,,,,,,,F********* N****** DE A****** (Administrador); J****** L******* M***** P****** R**** (Administrador); K**** G***** M**** L*** (Administrador); M****** DA S**** (Administrador); O******* S*** (Sócio)
44.013.159/xxxx-xx,Sem Vendedor,6052,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.249Z,NÃO,,Segmento: Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças · Local: CAMPINAS/SP · Capital: R$ 565.111.000 · Tel RF: (11) ****-5755 · Sem e-mail na RF,SIEMENS *******************,SIEMENS *****,Sociedade Empresária Limitada,DEMAIS,"R$ 565.111.000,00",1985-09-28,BAIXADA,2019-02-25,1,,,13080***,JOSE ************,***,***,LOTEAMENTO ********************,CAMPINAS,SP,(11) ****-5755,,,,4663000,Comércio atacadista de Máquinas e equipamentos para uso industrial; partes e peças,"3321000 - Instalação de máquinas e equipamentos industriais; 4664800 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",,,,,,,,A**** L*** N**** M****** (Administrador); A****** C***** C****** J****** (Administrador); M****** C***** E M**** S**** (Administrador); S****** E***** B*** (Sócio Pessoa Jurídica Domiciliado no Exterior)
45.138.633/xxxx-xx,Sem Vendedor,6055,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,37,85,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.249Z,SIM,,Segmento: Comércio varejista especializado de equipamentos de telefonia e comunicação · Local: RIBEIRAO PRETO/SP · Capital: R$ 67.800 · Tel RF: (16) ****-4262 · Sem e-mail na RF,TELEMAC *********************,TELEMAC ****************,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 67.800,00",1980-12-19,ATIVA,2005-11-03,0,,,14050***,DR. ******,***,,VILA *******,RIBEIRAO PRETO,SP,(16) ****-4262,(16) ****-4263,(16) ****-4264,,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação,,NÃO,2007-07-01,2007-07-01,NÃO,,,,M**** M******* P****** A****** (Sócio-Administrador)
46.112.751/xxxx-xx,Sem Vendedor,6056,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,95,EPP,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.249Z,NÃO,,Segmento: Serviços de engenharia · Local: CAMPINAS/SP · Tel RF: (19) ****-3599 · Sem e-mail na RF,TECNO ********************************,,Sociedade Simples Limitada,EMPRESA DE PEQUENO PORTE,"R$ 0,00",1970-07-23,BAIXADA,2024-04-09,1,,,13025***,DR.EMILIO *****,***,***,CAMBUI *****,CAMPINAS,SP,(19) ****-3599,(19) ****-7595,(19) ****-3599,,7112000,Serviços de engenharia,,,,,,,,,F******** GIL H**** P**** (Sócio); J*** N***** P**** (Sócio-Administrador); T****** H**** P**** M******** (Sócio)
54.663.836/xxxx-xx,Sem Vendedor,6057,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,44,75,-1,N/D,65,DEMAIS,45,SEM_DATA_ULTIMA_COMPRA,NÃO,1,municipio,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.249Z,SIM,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: SAO PAULO/SP · Capital: R$ 300.000 · Tel RF: (11) ****-3310 · Sem e-mail na RF,TRTEC ****************,,Sociedade Empresária Limitada,DEMAIS,"R$ 300.000,00",1986-01-20,ATIVA,2004-08-07,0,,,01224***,MARTINICO *****,***,***,VILA *******,SAO PAULO,SP,(11) ****-3310,,(19) ****-1118,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,"6201501 - Desenvolvimento de programas de computador sob encomenda; 6202300 - Desenvolvimento e licenciamento de programas de computador customizáveis; 6203100 - Desenvolvimento e licenciamento de programas de computador não-customizáveis; 6204000 - Consultoria em tecnologia da informação; 6209100 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários; 7733100 - Aluguel de máquinas e equipamentos para escritórios; 8599603 - Treinamento em informática",,,,,,,,A**** A****** J*** (Sócio); M***** J*** (Sócio-Administrador); M****** A****** J*** (Sócio); T***** A****** J*** (Sócio)
61.192.167/xxxx-xx,Sem Vendedor,6058,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,8,55,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.249Z,NÃO,,Segmento: Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente · Local: SAO PAULO/SP · Capital: R$ 200.000 · Sem telefone na RF · Sem e-mail na RF,TBF ***************,TBF *****,Sociedade Empresária Limitada,DEMAIS,"R$ 200.000,00",1966-07-21,INAPTA,2019-03-21,63,,,01109***,GUAPORE *****,***,,PONTE *******,SAO PAULO,SP,,,,,2449199,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente,2443100 - Metalurgia do cobre,,,,,,,,R****** F*** (Sócio-Administrador)
02.431.862/xxxx-xx,Sem Vendedor,6059,ATIVA,🔵 POTENCIAL ALTO,MEDIA,56,75,-1,N/D,95,EPP,50,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"SDR: WhatsApp + catálogo digital. Destaque: portfólio completo (papelaria, escritório, educacional). Sem histórico de compra registrado.",,2026-06-18T23:47:36.249Z,SIM,,Segmento: Comércio varejista de produtos saneantes domissanitários · Local: CAMPINAS/SP · Capital: R$ 60.000 · Tel RF: (19) ****-2417 · Sem e-mail na RF,CLEANSISTEM **************************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 60.000,00",1998-03-12,ATIVA,2005-11-03,0,,,13031***,FRANCISCO ****************,***,,PARQUE **********,CAMPINAS,SP,(19) ****-2417,,,,4789005,Comércio varejista de produtos saneantes domissanitários,4330405 - Aplicação de revestimentos e de resinas em interiores e exteriores; 8129000 - Atividades de limpeza não especificadas anteriormente,SIM,2011-01-01,,NÃO,,,,C****** A******** E S**** (Sócio-Administrador); E*** G******** A******** E S**** (Sócio)
04.771.902/xxxx-xx,Sem Vendedor,6061,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.249Z,NÃO,,Segmento: Comércio atacadista de medicamentos e drogas de uso veterinário · Local: RIBEIRAO PRETO/SP · Capital: R$ 14.100.000 · Tel RF: (**) ****-**** · Sem e-mail na RF,LOGISTICA **************,,Sociedade Empresária Limitada,DEMAIS,"R$ 14.100.000,00",2001-11-21,BAIXADA,2010-01-04,2,,,14095***,MARECHAL *********************,***,,PQ ************,RIBEIRAO PRETO,SP,(**) ****-****,,,,4644302,Comércio atacadista de medicamentos e drogas de uso veterinário,,,,,,,,,C***** H******* H******* (Administrador); F**** L**** J***** (Administrador); J***** M****** (Administrador); J*** P******* (Sócio-Administrador); N****** B******** (Administrador); O*** F*** P************ E E************** S*** (Sócio)
03.209.752/xxxx-xx,Sem Vendedor,6062,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,37,85,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.249Z,SIM,,Segmento: Comércio atacadista de materiais de construção em geral · Local: CAMPINAS/SP · Capital: R$ 10.000 · Tel RF: (19) ****-4613 · Sem e-mail na RF,ANTARES ********************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 10.000,00",1999-06-07,ATIVA,2005-07-30,0,,,13088***,ESTHER ******************,***,,PARQUE ***********,CAMPINAS,SP,(19) ****-4613,,,,4679699,Comércio atacadista de materiais de construção em geral,"4330403 - Obras de acabamento em gesso e estuque; 4330402 - Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material; 4744099 - Comércio varejista de materiais de construção em geral; 7410202 - Design de interiores",SIM,2007-07-01,,NÃO,,,,A** C****** F******** Z**** A********* (Sócio-Administrador)
02.326.194/xxxx-xx,Sem Vendedor,6063,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.249Z,NÃO,,Segmento: Fabricação de artefatos de material plástico para outros usos não especificados anteriormente · Local: COSMOPOLIS/SP · Sem telefone na RF · Sem e-mail na RF,L *****************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1998-01-21,BAIXADA,2009-11-12,54,,,13150***,BARONESA *************,***,,CENTRO *****,COSMOPOLIS,SP,,,,,2229399,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,"3292202 - Fabricação de equipamentos e acessórios para segurança pessoal e profissional; 3299003 - Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",NÃO,2007-07-01,2008-12-31,NÃO,,,,L**** DE J**** M******** T***** (Sócio-Administrador); P**** C**** T***** (Sócio-Administrador)
01.532.734/xxxx-xx,Sem Vendedor,6064,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,47,30,-1,N/D,85,ME,39,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional). [Higienizar cadastro antes do contato]",,2026-06-18T23:47:36.249Z,SIM,,Segmento: Serviços de engenharia · Local: CAMPINAS/SP · Sem telefone na RF · Sem e-mail na RF,JOSE ************************,ALL ***************************************************,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1996-11-05,ATIVA,2004-10-02,0,,,13049***,,***,,SWISS *****,CAMPINAS,SP,,,,,7112000,Serviços de engenharia,"4321500 - Instalação e manutenção elétrica; 4322301 - Instalações hidráulicas, sanitárias e de gás; 4322302 - Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração; 4322303 - Instalações de sistema de prevenção contra incêndio; 6311900 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet; 7119703 - Serviços de desenho técnico relacionados à arquitetura e engenharia; 7119704 - Serviços de perícia técnica relacionados à segurança do trabalho; 8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente; 8599603 - Treinamento em informática; 8599604 - Treinamento em desenvolvimento profissional e gerencial; 9511800 - Reparação e manutenção de computadores e de equipamentos periféricos",SIM,2019-01-01,,NÃO,,,,
01.613.061/xxxx-xx,Sem Vendedor,6065,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,55,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.249Z,NÃO,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: CAMPINAS/SP · Sem telefone na RF · Sem e-mail na RF,CLUBE *********************************************,MICROLINS *********************,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1997-01-09,INAPTA,2018-10-24,63,,,13024***,DOS ************,***,,CAMBUI *****,CAMPINAS,SP,,,,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,,,,,,,,,C***** H******* S****** F********* (Sócio-Administrador); T**** M**** B***** (Sócio-Administrador)
08.938.758/xxxx-xx,Sem Vendedor,6066,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,51,75,-1,N/D,85,ME,45,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.249Z,SIM,,Segmento: Comércio varejista de materiais de construção em geral · Local: SANTA LUCIA/SP · Capital: R$ 10.000 · Tel RF: (16) ****-1989 · Sem e-mail na RF,L.L. *****************************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 10.000,00",2007-07-12,ATIVA,2007-07-12,0,,,14825***,JULIO *******,***,,JD. ****************,SANTA LUCIA,SP,(16) ****-1989,,,,4744099,Comércio varejista de materiais de construção em geral,"3314702 - Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas; 3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente; 4742300 - Comércio varejista de material elétrico; 4744003 - Comércio varejista de materiais hidráulicos; 4757100 - Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação; 6399200 - Outras atividades de prestação de serviços de informação não especificadas anteriormente; 8211300 - Serviços combinados de escritório e apoio administrativo",SIM,2022-01-01,,NÃO,,,,A******** D******* V***** DO N********* N*** (Sócio-Administrador); L*** A****** N*** (Sócio-Administrador)
00.618.304/xxxx-xx,Sem Vendedor,6068,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,85,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.249Z,SIM,,"Segmento: Lanchonetes, casas de chá, de sucos e similares · Local: CAMPINAS/SP · Capital: R$ 525.000 · Tel RF: (11) ****-7000 · Sem e-mail na RF",ITAPURA ************************,ITAPURA *****,Sociedade Empresária Limitada,DEMAIS,"R$ 525.000,00",1995-05-18,ATIVA,2005-11-03,0,,,13020***,BARAO **********,***,,BOTAFOGO *****,CAMPINAS,SP,(11) ****-7000,,(19) ****-0085,,5611203,"Lanchonetes, casas de chá, de sucos e similares",,,,,,,,,N** I****** F*** F*** C****** I********* E I********* L**** (Sócio); P**** L*** A**** F****** (Administrador)
02.013.459/xxxx-xx,Sem Vendedor,6069,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.250Z,NÃO,,"Segmento: Agenciamento de espaços para publicidade, exceto em veículos de comunicação · Local: SAO PAULO/SP · Tel RF: (01) ****-7722 · Sem e-mail na RF",DELTA ****************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1997-07-21,BAIXADA,2015-02-09,73,,,05329***,DRACENA *****,***,,JAGUARE *****,SAO PAULO,SP,(01) ****-7722,,,,7312200,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",,,,,,,,,A********* P******** C***** (Sócio-Administrador); A***** M**** F******** (Sócio-Administrador)
68.929.223/xxxx-xx,Sem Vendedor,6070,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.250Z,NÃO,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: CAMPINAS/SP · Capital: R$ 1.500 · Sem telefone na RF · Sem e-mail na RF,PRESTO ****************************************,PRESTO ***********,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 1.500,00",1992-10-14,BAIXADA,2017-03-27,1,,,13076***,PAULA *****,***,***,TAQUARAL *****,CAMPINAS,SP,,,,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,,NÃO,2007-07-01,2015-12-31,NÃO,,,,A**** B****** (Sócio-Administrador); W****** H******* B****** (Sócio-Administrador)
